ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized
0010103,Estoy harto de los problemas con este software.,2022-04-27 00:50:18,"reporte de cloud services por parte de XY valderrama: estoy harto de los problemas con este software.. y para colmo, software no responde, se congela frecuentemente."
0010078,Problemas de licencias y antivirus ineficaz.,2023-06-20 21:07:27,"esto pasa desde ayer: problemas de licencias y antivirus ineficaz.. atentamente, XY de XY."
0010263,No se puede abrir ningún programa y el sistema está congelado.,2022-08-25 20:18:01,"no se puede abrir ningún programa y el sistema está congelado.. atentamente, XY de networks corp."
0010015,Batería no carga correctamente.,2022-02-04 20:35:37,reporte de networks corp por parte de XY funes: el problema se presenta desde hace unos días: batería no carga correctamente.
0010097,El equipo no responde y la pantalla está en negro.,2022-02-08 20:24:19,"desde code builders, XY informa: el equipo no responde y la pantalla está en negro."
0010041,"Conexión a internet lenta, navegador web con fallos y mensajes emergentes.",2023-06-03 01:58:43,"desde networks corp, XY informa: conexión a internet lenta, navegador web con fallos y mensajes emergentes."
0010206,Software no responde y el ventilador hace mucho ruido.,2022-11-30 16:58:47,reporte de future systems por parte de XY cala: he notado que desde la semana pasada: software no responde y el ventilador hace mucho ruido.. a esto se suma el inconveniente de que problemas de licencias de software.
0010271,Problemas de audio y webcam no funciona.,2023-10-21 21:11:16,reporte de XY por parte de XY: esto pasa desde ayer: problemas de audio y webcam no funciona.
0010069,Monitor externo no detectado y no hay señal de video.,2023-01-01 06:37:58,"reporte de secureit por parte de XY: monitor externo no detectado y no hay señal de video.. además, también he notado que batería no carga correctamente."
0010233,"Error en la BIOS/UEFI, el equipo no arranca.",2022-11-05 00:43:36,"hoy ha ocurrido lo siguiente: error en la bios/uefi, el equipo no arranca.. atentamente, XY de digital edge."
0010131,Solicitud de nueva característica: integración con CRM.,2023-05-29 03:56:25,"josefa XY (code builders) reporta el siguiente inconveniente: he notado que desde la semana pasada: solicitud de nueva característica: integración con crm.. además, también he notado que ¿hay alguna forma de hacer un diagnóstico remoto?"
0010200,Puertos USB no reconocen dispositivos y archivos corruptos.,2023-09-10 03:43:11,"problema: puertos usb no reconocen dispositivos y archivos corruptos.. a esto se suma el inconveniente de que esta es la tercera vez en el mes que tengo este problema, ¿hay alguna solución definitiva?. contacto: XY asprilla, digital edge."
0010164,Error en la actualización de seguridad.,2022-06-07 11:28:14,"problema: el problema se presenta desde hace unos días: error en la actualización de seguridad.. contacto: XY, XY."
0010168,Teclas pegajosas o que no responden y el touchpad salta.,2023-04-09 12:11:49,XY (networks corp) reporta el siguiente inconveniente: he notado que desde la semana pasada: teclas pegajosas o que no responden y el touchpad salta.
0010021,Necesitamos una nueva herramienta para la automatización de procesos internos.,2022-02-08 17:03:40,reporte de networks corp por parte de XY mosquera: necesitamos una nueva herramienta para la automatización de procesos internos.
0010135,El equipo se apaga inesperadamente y hay fallos de gráficos.,2023-03-11 01:57:17,"el equipo se apaga inesperadamente y hay fallos de gráficos.. también quiero reportar que actualizaciones de software, lentitud extrema y errores de sistema.. atentamente, XY funes de global innovations."
0010072,Error al iniciar sesión y contraseña olvidada.,2022-09-26 03:23:11,reporte de global innovations por parte de XY cala: he notado que desde la semana pasada: error al iniciar sesión y contraseña olvidada.
0010042,Necesito saber si esto tiene garantía.,2023-01-13 08:05:42,"desde cloud services, XY informa: necesito saber si esto tiene garantía.. a esto se suma el inconveniente de que error en la bios/uefi, el equipo no arranca."
0010268,Sobrecalentamiento del equipo.,2022-05-19 00:38:12,"problema: recientemente he tenido un inconveniente: sobrecalentamiento del equipo.. contacto: XY, code builders."
0010033,La red local es inaccesible.,2022-06-27 15:42:26,reporte de future systems por parte de XY funes: la red local es inaccesible.
0010026,Error de disco duro y sistema lento.,2022-01-04 05:27:44,reporte de cloud services por parte de XY: el problema se presenta desde hace unos días: error de disco duro y sistema lento.
0010153,"Archivos corruptos, puerto USB fallando y navegador lento.",2023-07-25 06:09:52,"el problema se presenta desde hace unos días: archivos corruptos, puerto usb fallando y navegador lento.. atentamente, XY de networks corp."
0010077,"Mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!",2022-12-19 02:53:00,"reporte de global innovations por parte de XY: esto pasa desde ayer: mi laptop no enciende y tengo una presentación importante mañana, ¡ayuda!"
0010230,"Problemas con aplicaciones específicas, cierres inesperados.",2022-01-07 11:25:57,"reporte de data dynamics por parte de XY: problemas con aplicaciones específicas, cierres inesperados."
0010205,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-06-10 15:04:09,"problema: estoy realmente frustrado, mi equipo no funciona desde hace días.. contacto: XY, digital edge."
0010179,"Problemas de seguridad, posible infección de malware.",2022-04-18 23:50:15,"josefa XY (future systems) reporta el siguiente inconveniente: problemas de seguridad, posible infección de malware.. también quiero reportar que la impresora no se detecta y hay fallos de seguridad."
0010284,"Es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva.",2023-04-05 14:58:46,"soy XY de code builders y tengo el siguiente problema: hoy ha ocurrido lo siguiente: es la quinta vez que me pasa y estoy frustrado, necesito una solución definitiva."
0010029,"No enciende, sin señal de video y disco duro defectuoso.",2023-08-18 20:54:18,"no enciende, sin señal de video y disco duro defectuoso.. atentamente, XY funes de cloud services."
0010020,"Esto es inaceptable, mi trabajo depende de esto.",2023-08-12 09:17:38,"soy josefa asprilla de code builders y tengo el siguiente problema: esto es inaceptable, mi trabajo depende de esto."
0010266,¿Me pueden agendar una cita para resolverlo lo antes posible?,2022-09-24 22:52:38,XY (future systems) reporta el siguiente inconveniente: he notado que desde la semana pasada: ¿me pueden agendar una cita para resolverlo lo antes posible?. también quiero reportar que el equipo no responde y la pantalla está en negro.
0010117,Pantalla externa no detectada y errores gráficos.,2022-07-11 01:12:04,soy XY de future systems y tengo el siguiente problema: pantalla externa no detectada y errores gráficos.
0010131,Estoy perdiendo la paciencia con este dispositivo.,2022-02-12 06:35:43,reporte de future systems por parte de josefa XY: esto pasa desde ayer: estoy perdiendo la paciencia con este dispositivo.
0010048,"Teclado no funciona, ratón se traba y pantalla con problemas.",2022-04-09 16:01:06,"desde future systems, XY informa: teclado no funciona, ratón se traba y pantalla con problemas."
0010225,Pantalla con píxeles muertos.,2022-08-16 16:33:53,"josefa cala (cloud services) reporta el siguiente inconveniente: he notado que desde la semana pasada: pantalla con píxeles muertos.. además, también he notado que micrófono no detectado."
0010039,"Copia de seguridad fallida, datos perdidos y problemas de seguridad.",2023-05-11 17:58:06,"XY (global innovations) reporta el siguiente inconveniente: esto comenzó hace un par de horas: copia de seguridad fallida, datos perdidos y problemas de seguridad."
0010166,Rendimiento general muy bajo.,2022-01-23 21:24:49,"rendimiento general muy bajo.. atentamente, XY de future systems."
0010259,El disco duro está lleno.,2023-02-11 01:09:26,reporte de digital edge por parte de XY: he notado que desde la semana pasada: el disco duro está lleno.
0010055,"Necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?",2023-07-18 22:09:55,"desde cloud services, XY informa: necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. además, también he notado que actualizaciones de software, lentitud extrema y errores de sistema."
0010143,Sobrecalentamiento del equipo.,2022-03-21 10:55:30,"sobrecalentamiento del equipo.. a esto se suma el inconveniente de que puerto usb no reconoce dispositivos.. atentamente, XY de future systems."
0010215,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2023-10-20 11:11:55,"problema: recientemente he tenido un inconveniente: estoy realmente frustrado, mi equipo no funciona desde hace días.. contacto: XY, secureit."
0010120,El equipo no se conecta a internet después de una actualización.,2023-07-25 21:59:10,"problema: recientemente he tenido un inconveniente: el equipo no se conecta a internet después de una actualización.. además, también he notado que necesito que me ayuden a instalar un software urgente, ¿pueden hacerlo remotamente?. contacto: XY valderrama, secureit."
0010018,Puertos USB no reconocen dispositivos y archivos corruptos.,2022-07-22 18:01:12,"reporte de XY por parte de XY: hoy ha ocurrido lo siguiente: puertos usb no reconocen dispositivos y archivos corruptos.. además, también he notado que ya no doy más con este equipo, necesito ayuda urgente."
0010248,"Sonido no funciona, micrófono no detectado y webcam con problemas.",2022-07-01 12:50:02,"problema: sonido no funciona, micrófono no detectado y webcam con problemas.. contacto: XY, XY."
0010215,"Archivos corruptos, puerto USB fallando y navegador lento.",2023-04-05 19:33:45,"desde data dynamics, XY informa: recientemente he tenido un inconveniente: archivos corruptos, puerto usb fallando y navegador lento."
0010030,El navegador web funciona muy lento.,2023-09-03 06:11:08,"soy XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: el navegador web funciona muy lento.. y para colmo, impresora offline, problemas de conectividad y archivos corruptos."
0010067,Necesita actualización de hardware/software.,2022-09-12 17:43:54,"desde networks corp, XY informa: recientemente he tenido un inconveniente: necesita actualización de hardware/software."
0010188,Mensajes de error constantes y el disco duro está lleno.,2022-11-15 11:38:17,"problema: mensajes de error constantes y el disco duro está lleno.. contacto: XY, networks corp."
0010171,Me siento impotente ante estos fallos continuos.,2022-06-27 23:17:48,XY asprilla (XY) reporta el siguiente inconveniente: me siento impotente ante estos fallos continuos.
0010000,¿Pueden revisar si tengo algún virus?,2023-10-28 11:41:01,"desde secureit, XY informa: el problema se presenta desde hace unos días: ¿pueden revisar si tengo algún virus?"
0010038,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2023-09-24 18:03:46,"esto pasa desde ayer: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente.. también quiero reportar que ¿hay alguna forma de hacer un diagnóstico remoto?. atentamente, XY de digital edge."
0010121,Teclas del teclado no responden.,2023-12-25 16:00:18,XY (code builders) reporta el siguiente inconveniente: teclas del teclado no responden.. a esto se suma el inconveniente de que conexión a red cableada falla y el sistema se reinicia.
0010090,El equipo no se conecta a internet después de una actualización.,2022-01-19 03:03:05,reporte de future systems por parte de XY: el equipo no se conecta a internet después de una actualización.
0010081,Fallo en el disco duro y problemas con el sistema operativo.,2022-07-10 00:54:59,reporte de XY por parte de XY cala: fallo en el disco duro y problemas con el sistema operativo.
