ID Usuario,subject,fecha_recepcion_requerimiento,descriptions_anonymized,tipo_mantenimiento
10038,"El WiFi sigue cayéndose, es imposible trabajar. Necesito una solución permanente.",2023-09-24 18:03:46,"esto pasa desde ayer: el wifi sigue cayéndose, es imposible trabajar. necesito una solución permanente.. también quiero reportar que ¿hay alguna forma de hacer un diagnóstico remoto?. atentamente, XY de digital edge.",Mantenimiento Correctivo
10121,Teclas del teclado no responden.,2023-12-25 16:00:18,XY (code builders) reporta el siguiente inconveniente: teclas del teclado no responden.. a esto se suma el inconveniente de que conexión a red cableada falla y el sistema se reinicia.,Mantenimiento Correctivo
10090,El equipo no se conecta a internet después de una actualización.,2022-01-19 03:03:05,reporte de future systems por parte de XY: el equipo no se conecta a internet después de una actualización.,Mantenimiento Correctivo
10081,Fallo en el disco duro y problemas con el sistema operativo.,2022-07-10 00:54:59,reporte de XY por parte de XY cala: fallo en el disco duro y problemas con el sistema operativo.,Mantenimiento Correctivo
10099,Cámara web no funciona.,2023-01-31 12:53:59,soy XY de data dynamics y tengo el siguiente problema: cámara web no funciona.. a esto se suma el inconveniente de que no puedo instalar nuevas aplicaciones.,Mantenimiento Correctivo
10141,Teclas del teclado no responden.,2022-04-18 00:04:30,soy XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: teclas del teclado no responden.,Mantenimiento Correctivo
10047,Necesitamos una nueva herramienta para la automatización de procesos internos.,2022-02-17 10:48:07,reporte de global innovations por parte de XY funes: he notado que desde la semana pasada: necesitamos una nueva herramienta para la automatización de procesos internos.,Mantenimiento Evolutivo
10129,Pantalla con píxeles muertos.,2022-08-27 20:22:10,"problema: el problema se presenta desde hace unos días: pantalla con píxeles muertos.. contacto: XY, digital edge.",Mantenimiento Correctivo
10236,"Fallo de memoria RAM, pantallazos azules.",2022-09-03 20:01:09,"he notado que desde la semana pasada: fallo de memoria ram, pantallazos azules.. a esto se suma el inconveniente de que el disco duro está lleno.. atentamente, XY de networks corp.",Mantenimiento Correctivo
10139,Touchpad o ratón se congela.,2022-01-23 05:18:37,"problema: he notado que desde la semana pasada: touchpad o ratón se congela.. contacto: XY valderrama, secureit.",Mantenimiento Correctivo
10007,Batería se descarga muy rápido y el equipo se apaga.,2022-02-14 11:30:05,XY (networks corp) reporta el siguiente inconveniente: esto pasa desde ayer: batería se descarga muy rápido y el equipo se apaga.,Mantenimiento Correctivo
10185,El sistema se reinicia constantemente.,2023-09-25 15:44:50,XY (future systems) reporta el siguiente inconveniente: el sistema se reinicia constantemente.,Mantenimiento Correctivo
10295,"Batería agotada rápidamente, sobrecalentamiento y fallos de energía.",2023-09-02 22:07:25,"XY (secureit) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: batería agotada rápidamente, sobrecalentamiento y fallos de energía.",Mantenimiento Correctivo
10050,"Teclado no funciona, ratón se traba y pantalla con problemas.",2022-09-27 03:10:18,"soy XY de code builders y tengo el siguiente problema: teclado no funciona, ratón se traba y pantalla con problemas.. a esto se suma el inconveniente de que archivos corruptos y no se pueden abrir.",Mantenimiento Correctivo
10092,"Error en la BIOS/UEFI, el equipo no arranca.",2023-03-31 02:59:47,"soy XY de networks corp y tengo el siguiente problema: esto pasa desde ayer: error en la bios/uefi, el equipo no arranca.",Mantenimiento Correctivo
10093,Problemas de conectividad WiFi intermitente.,2022-11-14 10:41:03,reporte de global innovations por parte de XY: problemas de conectividad wifi intermitente.,Mantenimiento Correctivo
10166,Antivirus detecta amenazas y el navegador web está lento.,2023-05-20 12:56:58,"esto pasa desde ayer: antivirus detecta amenazas y el navegador web está lento.. atentamente, XY de XY.",Mantenimiento Correctivo
10047,Monitor externo no detectado.,2023-06-30 07:54:05,soy XY funes de XY y tengo el siguiente problema: esto pasa desde ayer: monitor externo no detectado.. también quiero reportar que el sistema se reinicia constantemente.,Mantenimiento Correctivo
10273,Impresora no detectada o no imprime.,2023-08-25 12:22:53,"problema: impresora no detectada o no imprime.. contacto: XY, code builders.",Mantenimiento Correctivo
10042,Error al iniciar sesión en el sistema.,2022-11-21 09:54:08,"desde XY, XY informa: esto comenzó hace un par de horas: error al iniciar sesión en el sistema.",Mantenimiento Correctivo
10088,El equipo no arranca desde el disco principal.,2022-10-05 22:11:19,soy josefa XY de code builders y tengo el siguiente problema: el equipo no arranca desde el disco principal.. a esto se suma el inconveniente de que teclas pegajosas o que no responden y el touchpad salta.,Mantenimiento Correctivo
10098,"Teclado no funciona, ratón se traba y pantalla con problemas.",2022-05-28 08:58:48,"problema: teclado no funciona, ratón se traba y pantalla con problemas.. contacto: XY, cloud services.",Mantenimiento Correctivo
10087,Puerto USB no reconoce dispositivos.,2022-05-10 23:04:50,reporte de data dynamics por parte de XY: puerto usb no reconoce dispositivos.,Mantenimiento Correctivo
10079,Fallo crítico del sistema y pérdida de datos recientes.,2022-12-23 03:40:44,XY (digital edge) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: fallo crítico del sistema y pérdida de datos recientes.,Mantenimiento Correctivo
10055,Pantalla externa no detectada y errores gráficos.,2022-09-21 10:12:48,"problema: hoy ha ocurrido lo siguiente: pantalla externa no detectada y errores gráficos.. a esto se suma el inconveniente de que por favor, envíen a a un técnico a mi oficina.. contacto: XY, future systems.",Mantenimiento Correctivo
10050,Quiero solicitar una mejora en la interfaz de usuario del software actual.,2022-10-22 03:06:44,"desde secureit, XY informa: quiero solicitar una mejora en la interfaz de usuario del software actual.. a esto se suma el inconveniente de que problemas de seguridad, posible infección de malware.",Mantenimiento Evolutivo
10244,Pantalla táctil no responde y sincronización de nube fallida.,2023-10-10 03:48:43,soy XY de global innovations y tengo el siguiente problema: pantalla táctil no responde y sincronización de nube fallida.,Mantenimiento Correctivo
10026,Sobrecalentamiento del equipo.,2023-12-02 23:20:28,XY (digital edge) reporta el siguiente inconveniente: sobrecalentamiento del equipo.,Mantenimiento Correctivo
10088,"Estoy realmente frustrado, mi equipo no funciona desde hace días.",2022-10-18 15:19:53,"desde global innovations, josefa XY informa: esto pasa desde ayer: estoy realmente frustrado, mi equipo no funciona desde hace días.. a esto se suma el inconveniente de que conectividad wifi inestable, lentitud general y fallos de hardware.",Mantenimiento Correctivo
10137,Puertos USB no reconocen dispositivos y archivos corruptos.,2023-04-26 07:27:48,XY (future systems) reporta el siguiente inconveniente: esto comenzó hace un par de horas: puertos usb no reconocen dispositivos y archivos corruptos.,Mantenimiento Correctivo
10005,El disco duro emite ruidos extraños y hay lentitud general.,2023-11-13 22:30:51,"el problema se presenta desde hace unos días: el disco duro emite ruidos extraños y hay lentitud general.. y para colmo, problemas con aplicaciones específicas, cierres inesperados.. atentamente, XY de global innovations.",Mantenimiento Correctivo
10002,Solicitud de nueva característica: integración con CRM.,2023-02-12 17:36:44,"XY (cloud services) reporta el siguiente inconveniente: esto pasa desde ayer: solicitud de nueva característica: integración con crm.. a esto se suma el inconveniente de que problemas de gráficos, pantalla parpadea.",Mantenimiento Evolutivo
10170,Problemas con el sistema operativo y necesidad de reinstalación.,2022-12-29 01:38:22,"desde XY, XY informa: esto pasa desde ayer: problemas con el sistema operativo y necesidad de reinstalación.",Mantenimiento Correctivo
10095,Archivos corruptos y no se pueden abrir.,2023-02-12 16:03:25,"problema: he notado que desde la semana pasada: archivos corruptos y no se pueden abrir.. contacto: XY mosquera, data dynamics.",Mantenimiento Correctivo
10012,El disco duro emite ruidos extraños y hay lentitud general.,2023-12-08 23:46:59,"el disco duro emite ruidos extraños y hay lentitud general.. a esto se suma el inconveniente de que puertos usb inoperativos, falta de espacio y rendimiento deficiente.. atentamente, XY de cloud services.",Mantenimiento Correctivo
10115,Problemas con el teclado o el ratón.,2023-11-03 01:25:32,"desde code builders, josefa XY informa: recientemente he tenido un inconveniente: problemas con el teclado o el ratón.",Mantenimiento Correctivo
10266,Error de disco duro y sistema lento.,2023-07-22 04:49:52,soy XY de global innovations y tengo el siguiente problema: recientemente he tenido un inconveniente: error de disco duro y sistema lento.,Mantenimiento Correctivo
10007,La pantalla táctil no responde.,2022-01-03 22:45:53,reporte de future systems por parte de XY: he notado que desde la semana pasada: la pantalla táctil no responde.,Mantenimiento Correctivo
10246,No hay señal de video en el monitor.,2022-09-25 02:12:17,"esto comenzó hace un par de horas: no hay señal de video en el monitor.. atentamente, XY valderrama de networks corp.",Mantenimiento Correctivo
10027,No puedo acceder a la red compartida.,2023-05-17 08:11:58,"desde code builders, XY informa: esto comenzó hace un par de horas: no puedo acceder a la red compartida.",Mantenimiento Correctivo
10018,Error al iniciar sesión y contraseña olvidada.,2022-09-25 03:23:41,"problema: he notado que desde la semana pasada: error al iniciar sesión y contraseña olvidada.. contacto: XY, data dynamics.",Mantenimiento Correctivo
10135,Conexión de red inestable y actualizaciones fallidas.,2022-12-04 18:08:42,"desde global innovations, XY funes informa: esto pasa desde ayer: conexión de red inestable y actualizaciones fallidas.",Mantenimiento Correctivo
10074,No se puede abrir ningún programa y el sistema está congelado.,2023-05-22 19:51:45,"problema: esto comenzó hace un par de horas: no se puede abrir ningún programa y el sistema está congelado.. contacto: XY, XY.",Mantenimiento Correctivo
10206,El disco duro está lleno.,2022-06-02 07:33:46,"problema: he notado que desde la semana pasada: el disco duro está lleno.. contacto: XY cala, cloud services.",Mantenimiento Correctivo
10213,Necesitamos una nueva herramienta para la automatización de procesos internos.,2023-11-07 20:04:15,"hoy ha ocurrido lo siguiente: necesitamos una nueva herramienta para la automatización de procesos internos.. atentamente, XY de global innovations.",Mantenimiento Evolutivo
10279,Me siento impotente ante estos fallos continuos.,2022-02-15 05:55:16,"desde global innovations, XY informa: el problema se presenta desde hace unos días: me siento impotente ante estos fallos continuos.",Mantenimiento Correctivo
10237,Conexión de red inestable y actualizaciones fallidas.,2022-08-05 04:52:46,soy josefa mosquera de cloud services y tengo el siguiente problema: conexión de red inestable y actualizaciones fallidas.,Mantenimiento Correctivo
10111,"Problemas de seguridad, posible infección de malware.",2023-12-22 15:03:49,"reporte de future systems por parte de XY: hoy ha ocurrido lo siguiente: problemas de seguridad, posible infección de malware.",Mantenimiento Correctivo
10283,Monitor externo no detectado y no hay señal de video.,2023-03-27 16:13:30,XY (XY) reporta el siguiente inconveniente: recientemente he tenido un inconveniente: monitor externo no detectado y no hay señal de video.,Mantenimiento Correctivo
10138,Pantalla externa no detectada y errores gráficos.,2022-05-24 12:41:03,soy XY de future systems y tengo el siguiente problema: pantalla externa no detectada y errores gráficos.,Mantenimiento Correctivo
10249,El WiFi es intermitente y el sistema está lento.,2023-07-11 09:17:45,"problema: el problema se presenta desde hace unos días: el wifi es intermitente y el sistema está lento.. además, también he notado que el equipo se apaga inesperadamente y hay fallos de gráficos.. contacto: XY, XY.",Mantenimiento Correctivo
10250,El ventilador hace mucho ruido y el equipo se calienta demasiado.,2022-08-25 17:07:06,"problema: el ventilador hace mucho ruido y el equipo se calienta demasiado.. contacto: XY asprilla, XY.",Mantenimiento Correctivo
